repo_url,description,readme
https://github.com/franpe1/starting_with_python_ver2,Excersices and Data for Starting with Python Ver2 book,b'# starting_with_python_ver2\nExcersices and Data for Starting with Python Ver2 book\n'
https://github.com/coolcalbeans/PEPredictor,"The project parsed through a data file containing 70 fundamental / momentum attributes (Returns, Volatility, RSI etc) for ~2200 US Equity Tickers and use KNN algorithm to find the nearest neighbor for a given stock and determines its Predicted fundamental ratios (P/E, P/B and P/S). Also generated a 95% confidence range for price using yearly volatility of the equity. Later improvements, as a part of the Data Science capstone project @ General Assembly, took advantage of the Pandas and Gradient Boosted Regression Techniques from Scikit learn. ","b'PEPredictor\n===========\n\nThe project parsed through a data file containing 70 fundamental / momentum attributes (Returns, Volatility, RSI etc) for ~2200 US Equity Tickers and use KNN algorithm to find the nearest neighbor for a given stock and determines its Predicted fundamental ratios (P/E, P/B and P/S). Also generated a 95% confidence range for price using yearly volatility of the equity. Later improvements, as a part of the Data Science capstone project @ General Assembly, took advantage of the Pandas and Gradient Boosted Regression Techniques from Scikit learn. \n'"
https://github.com/hfoffani/GAN_MNIST,A GAN that generates numbers from MNIST dataset,b'# Simple Number Generation with GAN\n\nA GAN that generates numbers from MNIST data.\n\n\n### Instructions\n\nI recommend Anaconda to run this notebook.\nSpecifically Miniconda https://conda.io/miniconda.html\nFollow the instrunctions in that page and\ncreate a new environment using the file \nthat is provided in this project.\n\n'
https://github.com/biocore/qiime-workshops,Materials for biocore organized workshops,b''
https://github.com/niharikabalachandra/Linear-regression-MiniProject,Linear Regression using Boston Housing data set. The Boston Housing data set contains information about the housing values in suburbs of Boston. This dataset was originally taken from the StatLib library which is maintained at Carnegie Mellon University and is now available on the UCI Machine Learning Repository.,b'# Linear-regression\nLinear Regression using Boston Housing data set. The Boston Housing data set contains information about the housing values in suburbs of Boston. This dataset was originally taken from the StatLib library which is maintained at Carnegie Mellon University and is now available on the UCI Machine Learning Repository.\n'
https://github.com/vishal-keshav/Conv-neural-network,An application of convolutional neural network algorithms with caffee library and python interface for image and speech detection,"b'# Conv-neural-network\nAn application of Tensorflow and caffee for text, image and speech recognition\n'"
https://github.com/RyosukeHonda/CarND-LaneLines-P1,Finding Lane Lines on the Road,"b'#Finding Lane Lines on the Road \n\n\nWhen we drive, we use our eyes to decide where to go.  The lines on the road that show us where the lanes are act as our constant reference for where to steer the vehicle.  Naturally, one of the first things we would like to do in developing a self-driving car is to automatically detect lane lines using an algorithm.\n\nIn this project you will detect lane lines in images using Python and OpenCV.  OpenCV means ""Open-Source Computer Vision"", which is a package that has many useful tools for analyzing images.  \n\nStep 1: Getting setup with Python\n\nTo do this project, you will need Python 3 along with the numpy, matplotlib, and OpenCV libraries, as well as Jupyter Notebook installed. \n\nWe recommend downloading and installing the Anaconda Python 3 distribution from Continuum Analytics because it comes prepackaged with many of the Python dependencies you will need for this and future projects, makes it easy to install OpenCV, and includes Jupyter Notebook.  Beyond that, it is one of the most common Python distributions used in data analytics and machine learning, so a great choice if youre getting started in the field.\n\nChoose the appropriate Python 3 Anaconda install package for your operating system here.   Download and install the package.\n\nIf you already have Anaconda for Python 2 installed, you can create a separate environment for Python 3 and all the appropriate dependencies with the following command:\n\n\n\n\n\nStep 2: Installing OpenCV\n\nOnce you have Anaconda installed, first double check you are in your Python 3 environment:\n\n    \n  \n  \n  \n   \n(Ctrl-d to exit Python)\n\nrun the following commands at the terminal prompt to get OpenCV:\n\n  \n\n\nthen to test if OpenCV is installed correctly:\n\n  \n  \n  \n(Ctrl-d to exit Python)\n\nStep 3: Installing moviepy  \n\nWe recommend the ""moviepy"" package for processing video in this project (though youre welcome to use other packages if you prefer).  \n\nTo install moviepy run:\n\n  \n\nand check that the install worked:\n\n  \n  \n  \n(Ctrl-d to exit Python)\n\nStep 4: Opening the code in a Jupyter Notebook\n\nYou will complete this project in a Jupyter notebook.  If you are unfamiliar with Jupyter Notebooks, check out Cyrille Rossants Basics of Jupyter Notebook and Python to get started.\n\nJupyter is an ipython notebook where you can run blocks of code and see results interactively.  All the code for this project is contained in a Jupyter notebook. To start Jupyter in your browser, run the following command at the terminal prompt (be sure youre in your Python 3 environment!):\n\n\n\nA browser window will appear showing the contents of the current directory.  Click on the file called ""P1.ipynb"".  Another browser window will appear displaying the notebook.  Follow the instructions in the notebook to complete the project.  \n'"
https://github.com/zeroviscosity/d3-js-step-by-step,http://zeroviscosity.com/category/d3-js-step-by-step,"b""## D3.js Step by Step\n\nCheck out the .\n\n#### NOTE: Examples now target D3 v4.\n\nHere's what changed in this repo from v3 to v4:\n\n*  became \n*  became \n*  needs to be explicitly defined so it is now  for the pie chart\n*  became \n"""
https://github.com/elhanarinc/deeplearning,Ceng 783 Deep Learning Assignments,b'# Ceng 783 Deep Learning\n\n* Check the website for information: [<marko.inline.RawText object at 0x000002CBAF38CB88>]'
https://github.com/patrickfuller/imolecule,An embeddable webGL molecule viewer and file format converter.,"b'imolecule\n=========\n\nAn embeddable webGL molecule viewer and file format converter.\nhttp://patrickfuller.github.io/imolecule/\n\nExamples\n========\n\n * \n * \n\nIPython\n=======\n\nThe IPython notebook is an open-source tool poised to replace MATLAB in many\napplications. As a scientist of sorts, Im all about it. Therefore, I made\nhandles to use imolecule with the notebook. Install through pip:\n\n\n\nOpen a new notebook and test the setup by typing:\n\n\n\ninto a notebook cell. This should convert, optimize and draw the specified\nSMILES structure (in this case, penicillin) into the notebook.\n\nNote that this requires Open Babel to function. If you do not have Open Babel,\nsee below for installation details.\n\nThe drawer can handle any format specified ,\nand can be set up to better handle different use cases. Check out the docstrings\nassociated with the IPython interface for more.\n\nServer\n======\n\nIf you want to run the file format converter on your own computer, install the library with:\n\n\n\nThen run from the command line with:\n\n\nwget https://raw.githubusercontent.com/patrickfuller/imolecule/master/imolecule/js/build/imolecule.min.js\njavascript\nimolecule.create(my-selector);\nimolecule.draw(myMolecule);\njavascript\noptions = {\n    drawingType: ""ball and stick"", // Can be ""ball and stick"", ""wireframe"", or ""space filling""\n    cameraType: ""perspective"", // Can be ""perspective"" or ""orthogonal""\n    shader: ""toon"" // three.js shader to use, can be ""toon"", ""basic"", ""phong"", or ""lambert""\n};\njavascript\n{\n    atoms: [\n        { element: ""C"", location: [ -0.762160, 1.168557, 0.022754 ] },\n        { element: ""C"", location: [ 0.631044, 1.242862, -0.013022 ] },\n        { element: ""C"", location: [ 1.391783, 0.076397, -0.012244 ] },\n        { element: ""C"", location: [ 0.762101, -1.168506, 0.026080 ] },\n        { element: ""C"", location: [ -0.631044, -1.242903, -0.011791 ] },\n        { element: ""C"", location: [ -1.391806, -0.076430, -0.014083 ] },\n    ],\n    bonds: [\n        { atoms: [ 0, 1 ], order: 2 },\n        { atoms: [ 1, 2 ], order: 1 },\n        { atoms: [ 2, 3 ], order: 2 },\n        { atoms: [ 3, 4 ], order: 1 },\n        { atoms: [ 4, 5 ], order: 2 },\n        { atoms: [ 0, 5 ], order: 1 }\n    ]\n}\n\nconda install -c conda-forge openbabel\n\ngit clone https://github.com/openbabel/openbabel\nmkdir build && cd build\ncmake ../openbabel -DPYTHON_BINDINGS=ON\nmake && make install\n```\n'"
https://github.com/nazmiasri95/Bidirectional-LSTM,Experimental on Bidirectional LSTM and comparison with LSTM,b'# Bidirectional-LSTM\nExperimental on Bidirectional LSTM and comparison with LSTM\n'
https://github.com/tphinkle/pore_stats,"Event detection, extraction, and analysis in micro and nano resistive pulse experiments.","b'\n\n\n## Contents\n1. Overview\n2. Event extraction\n3. Analysis\n\n## 1. Overview\npore_stats is a software library written in Python for analyzing  experimental data. The library consists of a GUI program written in PyQt for extracting pulses from the baseline, and modules for analyzing the extracted events.\n\n## 2. Extraction\n\n#### Feature highlights\n\n- Single events are detected and extracted automatically, even from signals with drifting or jagged baselines.\n\n\n\n- The program allows the user to change the parameters most relevant to the detection algorithm.\n\n- A low-pass filter can be used to reduce noise and find events that are buried in the baseline.\n\n\n\n#### Event validation\n\n- Detected events can be rejected after detection in one of three ways:\n\n1. Manual accept/reject decision making\n\t- Commands to scroll through events and accept/reject are bound to simple hot keys that make manual review of the events as fast as possible.\n\n2. Population slicing\n\t- A region-of-interest (ROI) square can be dragged on the amplitude-duration scatter plot to remove events from regions known to contain undesirable events (e.g., double events with amplitudes that are too large, spurious short-lived noise spikes that were detected as events, etc.)\n\n\n\n\n\n3. Machine learning\n\t- Whenever the event data is saved, the raw data and decision for each event is saved to a separate file. The saved data for all the events constitutes a data set for training a model to make future accept/reject binary decisions on new events. Currently the training data is saved automatically, but the model must be trained manually. After training a model in scikit-learn, it must be pickled and placed in the correct directory for the GUI program to locate it. This method is functional, but will require some hacking to work; unlike the other two methods, this method doesnt work out of the box (for now).\n\n## 3. Analysis\n\n- The pore_stats event analysis libraries can automatically determine the event amplitude, duration, local minima and maxima, and current levels for non-constant pulses.\n\n- Events are loaded in from the file produced by the event extraction program. An RP event is instantiated as an object of type RPEvent, a class that bundles the events data and methods for performing calculations and transformations on the data.\n\n#### Gallery\n\nHere are some plots of the data created by using the pore_stats analysis library.\n\n \n\n \n\n \n'"
https://github.com/davidaknowles/tf_net,A custom conv net for the DREAM ENCODE challenge,"b""## A custom CNN for the DREAM ENCODE challenge\n\nThis is a pretty standard convolutional neural net on genomic sequence with the following features added:\n* normalized per-base DNase I cuts for the + and - strand are concatenated onto the one hot encoding of sequence, to give a [sequence context] x 6 input matrix.\n* gene expression PCs are included as features to allow the model to interpolate between different cell types.\n* a three class ordinal likelihood is used for the Unbound/Ambiguous/Bound labels.\n* simultaneous analysis of the forward and reverse complement.\n* down-sampling of the negative set to speed up training (and accounting for by weighting the likelihood). \n\nFrom the round 2 leaderboard you can see performance is highly competitive for some TFs (e.g. MAX https://www.synapse.org/#!Synapse:syn6131484/wiki/402503) and less so for others (e.g. REST https://www.synapse.org/#!Synapse:syn6131484/wiki/402505).\n\nThe repo is intended to be fully self contained (save dependencies on synapseclient, pysam and pyDNase python packages), including programmatic download of challenge data, pre-processing, model fitting, prediction and submission.\n\n goes through the math for the ordinal likelihood, negative set downsampling and forward/RC model. \n\n### Installation\n\nYou'll need the following python packages: pysam, pyDNase, scikit-learn (for performance metrics), synapseclient (for downloading the data and submitting), numpy, scipy, theano. \n\n### Usage\n\nThe script  will in principle run all of these steps for you. Realistically you'll want to train each TF model (and probably do the DNase pre-processing) on a cluster since this is pretty time consuming (10ish hours). \n\n1. Set a data location, e.g. add something like the following to your ~/.bash_profile\n\n\n2. Download the challenge data using , but note you'll need to set your Synapse email/password in that script.\n\n3. [optional] Calculate gene expression PCs using . I included the output file, 'ge_pca.txt' so you don't strictly need to rerun this. If you do want to do this yourself you'll need the R packages irlba and foreach.\n\n4. Calculate DNase I cut counts using the  script. This converts the DNase I bams into an efficient numpy representation of cut counts saved in .npz files. The bam first need indexing (e.g. using samtools).  will do this for you. \n\n5. Train models for each TF using . This script includes outputting leaderboard and final submissions.\n\n6. Submit to Synapse using . Note you'll need to set up a folder in Synapse to use for this and set the id in the script. """
https://github.com/mmt/deeprl22,Study group for Deep Reinforcement Learning,"b""# Deep Reinforcement Learning Study Group\n\nThis repository is a clone of the Spring 2017 deep reinforcement\nlearning  at Berkeley.\nWe've cloned it for the purpose of having a collaborative study group\nwatching the lectures and working on the problem sets.\n\n# Resources.\n## Lecture Material\n\n- Google's deep learning Udacity  seems like a good introduction.\n\n- Professor Bertsekas's Dynamic Programming  seem like a good supplement to these lectures.\n\n## Papers\n\n- Yann Lecun's  discusses\n  tricks for normalization and initialization.\n\n## Blog Posts etc.\n\n- A  describing RNNs.\n- A  explaining LSTMs.\n- A pair of posts on \n  and .\n- A  giving general background on RL and diving into score function gradient estimators.\n\n## Books\n\n- .\n\n## Software\n\n### Tensorflow\n\n- \n\n-  seems like a good way to instrument training algorithms.\n\n- \n\n- \n\n-  might save time.\n\n### Other\n\n-  seems like a useful debug tool.\n\n## Other courses\n-  - another class more focused on convnets\n"""
https://github.com/Patrick-Woo/CarND-LaneLines-P1,This is my first update.,"b'#Finding Lane Lines on the Road \n\n---\nThe goals / steps of this project are the following:\n* Make a pipeline that finds lane lines on the road\n* Reflect on your work in a written report\n\n\n[//]: # (Image References)\n\n\n\n\n---\n\n### Reflection\n\n###1. Describe your pipeline. \nMy pipeline consisted of 5 steps:\n\n* Convert the images to grayscale\n* Perform Gausian smoothing and apply Canny edge detection\n* Select region of interest and mask other areas of the image\n* Apply Hough Transform to detect lane lines\n* Superimpose the lane lines on the original image\n\nIn order to draw a single line on the left and right lanes, I modified the draw_lines() function by:\n\n* Calculated slope and center of each line. \n* Then based on the slope, sort it into right or left lane line\n* Calculate the average slope and the center of right and left lane\n* Then using the Y coordinates, based on Region of Interest, figure out the X cordinates using the avg slope and center point of lane lines [equation: (y-y) = M (x-x)]\n\nThe explaination of this equation: (y-y) = M (x-x) is as follows:\ny is equal with ymax and y is equal with y_avg.\nAs (xmax,ymax) and (x_avg,y_avg) are two points that are located in the same line. \nAs a result, the line has the unique M and b.\n\ny=Mx+b,  b=y-Mx\ny=Mx+b,\tb=y-Mx\nb=b, y-Mx=y-Mx\n(y-y) = M (x-x)\n\nReplacing xmax,x_avg,y_max,y-avg to this equation, I get the result below:\nymax-y_avg=M(xmax-x_avg)\nxmax=x_avg-(y_avg-ymax)/slope_avg          \n\nThen put above xmax into draw_lines function and calculate the xmax and xmin cordinates for both right and left sides.\n \n\n\n\n###2. Identify potential shortcomings with your current pipeline\n\n\nPotential shortcomings of my approach:\n\n* The region of interest in Image masking is static, hence it can only work in specific scenarios\n\n* Slope conditions used for detecting right and left lanes do not work in case of a curve in the road\n\n\n###3. Suggest possible improvements to your pipeline\n\nPossible improvements to my approach:\n\n* Make the image mask selection dynamic, so that it could work in different scenarios\n\n* Modify the slope conditions, so that they work with curve in the road\n'"
https://github.com/balaganesh99/project,project,b'# project\nproject\n'
https://github.com/todddangerfarr/mlnd_p4_train_a_smartcab_to_drive,Udacity Machine Learning NanoDegree Project 4 - Reinforcement Learning: Train a Smartcab to Drive ,"b'# Train a Smartcab How to Drive\n\nUdacity Machine Learning - Reinforcement Learning Project\nThe goal of this project was to implement a Q-Learning algorithm so that a smartcab agent can learn to navigate to a destination within a predefined time in a grid-world.\n\nThe methodology for the implementation of this code is found in the report found in the main directory of this repository.  \n\n## Install\n\nThis project requires Python 2.7 with the pygame library installed:\n\nhttps://www.pygame.org/wiki/GettingStarted\n\n## Code\n\nOpen  and implement . Follow s for further instructions.\n\n## Run\n\nMake sure you are in the top-level project directory  (that contains this README). Then run:\n\n\n\nOR:\n\n\n\n## Automated Data Collection\n\nTo run the automated data collection uncomment the script according to single scenario or iterative.\n\n#### For iterative collection\n- Comment out the Single Scenario Function call\n- set the number of times for each iteration\n- choose ranges and steps for Gamma, Epsilon and Epsilon Decay\n\n\n\n- Run \n\n#### For Single Scenario\n- Comment out the Iterative Data Collection Function Call\n- Set the variables for Gamma, Epsilon, Epsilon Decay and the number of times\n\n\n\n- Run \n'"
https://github.com/rohitvarkey/Compose3D.jl,A library to try and extend Compose.jl to 3D.,"b""# Compose3D\n\nCompose3D is a Julia package written to try and extend  to 3-D. Currently, only WebGL backends using Three.JS are supported which allows you to draw 3D in a Jupyter notebook. The long term goal would be to integrate this package with the Compose package.\n\nPlease check the exp folder for some example IJulia notebooks.\n\n# Documentation\n\n### Contexts\n\nContexts are the things that you are able to draw. Contexts are created by specifying an origin point and the width, height and depth of the required context. \n\nYou can use the Context constructor to create a Context. \n\n* Context(x0,y0,z0,width,height,depth) - This will return a Context created which has it's coordinate system relative to (x0,y0,z0) and a width of 'width', height of 'height', and depth of 'depth'. \n\n### Geometries (Forms)\n\nGeometries look to provide the user with primitives for creation of 3-D shapes.\n\nCurrent primitives implemented are :\n\n   * Cubes\n   * Spheres\n   * Pyramids\n\nFunctions available for users to use to create such geometries are:\n\t\n* cube(x0,y0,z0,side) - Returns a cube centered at (x0,y0,z0) and of the specified \n* sphere(x0,y0,z0,radius) - Returns a sphere centered at (x0,y0,z0) with the specified radius.\n* pyramid(x0,y0,z0,baseLength, h) - Returns a square base pyramid of base length 'baseLength' with a corner at (x0,y0,z0) and the specified height 'h'.\n\n### Materials (Properties)\n\nMaterials are to add properties to the 3D objects like color and texture maps. \n\nFunctions available currently are:\n\n* mesh_color(color) -  can be a string or any Color in Color.jl that can be converted to RGB. All geometries that are children of this node and are part of the subtree at the same level will be coloured with this color. \n\n### Compositions\n\nDrawing things is done by composing a root Context with other Contexts or Geometries.   \n\nCompositions work exactly like in Compose except for :\n\n* Measures of the parent Context is resolved by adding 'w','h' and 'd' rather than just providing numbers in Compose. \n* There is no support for using the width, height and the depth of the root box as of now like 'w','h' and 'd' do in Compose.\n* The root Context has to have absolute values rather than relative values.\n\nThe function to be used by the user is the compose function. \n\n* compose(Context, Geometry) - Returns a new context after adding the geometry object to the context. The geometry's relative measures are converted to absolute measures based on the parent context.\n* compose(Context, Context) - Returns a new context after adding the context object to the parent context. The contexts relative measures are converted to absolute measures based on the parent context.\n\nCompose can also take inputs in S-tree formats to build a tree. This saves the user from having to call compose again and again.\n\n### Measures\n\nCompose3D makes use of a similar measure system to Compose. The basic unit is of 'mm'.\n\nAbsolute measure units can be used like :\n\n* cm - 10mm\n* inch - 25.4mm\n* pt - inch/72\n\nRelative measures can also be used where the units will be :\n\n* w - width\n* h - height\n* d - depth\n\nAbsolute and relative measures can be combined.\n  \n### Examples\n\n\n\nThe drawing of a Sierpenski Pyramid can be done with the following code:\n\n\n### Acknowledgements\n\n for supplying the initial JavaScript code and getting this project started.\n"""
